title|link|summary|parss_primesponsor|parss_cosponsors|parss_lastaction|parss_enacted|parss_passedhouse|parss_passedsenate|published|id
House Bill 344 Printer's Number 307|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=344&pn=307|An Act amending the act of July 23, 1970 (P.L.563, No.195), known as the Public Employe Relations Act, in representation, further providing for election requests, consent to election, notice and pre-election hearings and for appropriateness of unit; in scope of bargaining, repealing provisions relating to first level supervisors; in collective bargaining impasse, further providing for commencement of mediation and for continuation of mediation and fact-finding panels; and repealing provisions relating to picketing....|Representative D. MILLER|DELLOSO, BENHAM, SCHLOSSBERG, PISCIOTTANO, HILL-EVANS, HARKINS, SANCHEZ, MADDEN, CIRESI, FIEDLER, KRAJEWSKI, FREEMAN, STURLA, KINKEAD, OTTEN, D. WILLIAMS, N. NELSON and O'MARA|Referred to LABOR AND INDUSTRY,  March 13, 2023|NO|NO|NO|Mon, 13 Mar 2023 11:12:06 GMT|20230HB344P307
House Bill 343 Printer's Number 306|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=343&pn=306|An Act amending the act of December 5, 1936 (2nd Sp.Sess., 1937 P.L.2897, No.1), known as the Unemployment Compensation Law, in compensation, further providing for qualifications required to secure compensation and for ineligibility for compensation....|Representative D. MILLER|SCHLOSSBERG, PISCIOTTANO, McNEILL, BENHAM, DELLOSO, HILL-EVANS, HARKINS, SANCHEZ, MADDEN, NEILSON, CIRESI, GALLOWAY, FIEDLER, KRAJEWSKI, DEASY, FREEMAN, KINKEAD and OTTEN|Referred to LABOR AND INDUSTRY,  March 13, 2023|NO|NO|NO|Mon, 13 Mar 2023 11:11:49 GMT|20230HB343P306
House Bill 342 Printer's Number 305|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=342&pn=305|An Act amending the act of March 10, 1949 (P.L.30, No.14), known as the Public School Code of 1949, providing for students with disabilities at institutions of higher education....|Representative D. MILLER|VENKAT, MADDEN, CERRATO, SANCHEZ, McNEILL, KAZEEM, ABNEY, HOHENSTEIN, DELLOSO, FLEMING, GALLOWAY, KINKEAD, FRANKEL, MALAGARI, O'MARA and TAKAC|Referred to HUMAN SERVICES,  March 13, 2023|NO|NO|NO|Mon, 13 Mar 2023 11:11:26 GMT|20230HB342P305
House Bill 341 Printer's Number 304|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=341&pn=304|An Act amending the act of March 10, 1949 (P.L.30, No.14), known as the Public School Code of 1949, in intermediate units, repealing provisions relating to psychological services; in professional employees, further providing for definitions and providing for school social workers; and, in school health services, further providing for health services and providing for school counselors, school psychologists, school social workers and school nurses....|Representative D. MILLER|KHAN, SAPPEY, BENHAM, SCHLOSSBERG, DELLOSO, HANBIDGE, ISAACSON, McNEILL, HILL-EVANS, GUENST, HOHENSTEIN, SCOTT, GIRAL, SANCHEZ, MADDEN, NEILSON, BURGOS, CIRESI, WARREN, GALLOWAY, HOWARD, FIEDLER, SHUSTERMAN, DEASY, FREEMAN, STURLA, KINKEAD and OTTEN|Referred to EDUCATION,  March 13, 2023|NO|NO|NO|Mon, 13 Mar 2023 11:10:50 GMT|20230HB341P304
House Bill 340 Printer's Number 303|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=340&pn=303|An Act amending the act of July 23, 1970 (P.L.563, No.195), known as the Public Employe Relations Act, in unfair practices, further providing for prohibitions....|Representative D. MILLER|RABB, SIEGEL, KINSEY, McNEILL, MADDEN, BENHAM, ISAACSON, HILL-EVANS, CIRESI, PROBST, SANCHEZ, SCHLOSSBERG, DELLOSO, D. WILLIAMS, FIEDLER, FLEMING, INNAMORATO, SHUSTERMAN, DEASY, FREEMAN, O'MARA, WAXMAN and TAKAC|Referred to LABOR AND INDUSTRY,  March 13, 2023|NO|NO|NO|Mon, 13 Mar 2023 11:10:18 GMT|20230HB340P303
House Bill 339 Printer's Number 302|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=339&pn=302|An Act amending Title 15 (Corporations and Unincorporated Associations) of the Pennsylvania Consolidated Statutes, in general provisions relating to business corporations, providing for eligibility for receipt of State resources....|Representative D. MILLER|MARKOSEK, HILL-EVANS, MADDEN, GIRAL, McNEILL, HOHENSTEIN, DELLOSO, SIEGEL, SANCHEZ, BENHAM, CIRESI, BURGOS, RABB, D. WILLIAMS, FIEDLER, DEASY, KINSEY and KRAJEWSKI|Referred to STATE GOVERNMENT,  March 13, 2023|NO|NO|NO|Mon, 13 Mar 2023 11:09:59 GMT|20230HB339P302
House Bill 338 Printer's Number 301|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=338&pn=301|An Act amending Title 18 (Crimes and Offenses) of the Pennsylvania Consolidated Statutes, in firearms and other dangerous articles, providing for report of theft or loss of firearm; and imposing penalties....|Representative SANCHEZ|KENYATTA, MADDEN, SCHLOSSBERG, DELLOSO, HANBIDGE, BENHAM, BOYLE, RABB, HOWARD, D. WILLIAMS, CIRESI, CERRATO, VITALI, McNEILL, KINSEY, FIEDLER, HOHENSTEIN, KRAJEWSKI, SAMUELSON, BURGOS, PARKER, FLEMING, DEASY, STURLA, FREEMAN, KINKEAD, OTTEN, FRANKEL, SHUSTERMAN, SAPPEY, VENKAT, BOROWSKI, CEPEDA-FREYTIZ, ISAACSON, N. NELSON, KIM, MALAGARI, SALISBURY, KHAN, PIELLI and GALLOWAY|Referred to JUDICIARY,  March 13, 2023|NO|NO|NO|Mon, 13 Mar 2023 11:09:38 GMT|20230HB338P301
House Bill 337 Printer's Number 300|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=337&pn=300|An Act amending Title 18 (Crimes and Offenses) of the Pennsylvania Consolidated Statutes, in firearms and other dangerous articles, further providing for sale or transfer of firearms....|Representative SANCHEZ|ZABEL, HOHENSTEIN, MADDEN, RABB, PROBST, HANBIDGE, SCHLOSSBERG, CIRESI, WARREN, HOWARD, FIEDLER, KRAJEWSKI, SHUSTERMAN, STURLA, KINSEY, KINKEAD, OTTEN, FRANKEL, CERRATO, N. NELSON and GALLOWAY|Referred to JUDICIARY,  March 13, 2023|NO|NO|NO|Mon, 13 Mar 2023 11:08:57 GMT|20230HB337P300
House Bill 336 Printer's Number 299|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=336&pn=299|An Act amending Title 18 (Crimes and Offenses) of the Pennsylvania Consolidated Statutes, in firearms and other dangerous articles, prohibiting certain assault weapons....|Representative SANCHEZ|ABNEY, KENYATTA, CIRESI, GIRAL, MADDEN, SCHLOSSBERG, RABB, VITALI, FIEDLER, HOHENSTEIN, PARKER, STURLA, WARREN, KINKEAD, OTTEN, N. NELSON, FRANKEL, CERRATO, SHUSTERMAN, MULLINS and GALLOWAY|Referred to JUDICIARY,  March 13, 2023|NO|NO|NO|Mon, 13 Mar 2023 11:08:38 GMT|20230HB336P299
House Bill 335 Printer's Number 298|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=335&pn=298|An Act amending Title 18 (Crimes and Offenses) of the Pennsylvania Consolidated Statutes, in inchoate crimes, further providing for prohibited offensive weapons....|Representative SANCHEZ|KENYATTA, CIRESI, KINSEY, MADDEN, GUENST, SCHLOSSBERG, SAMUELSON, HOWARD, VITALI, FIEDLER, HOHENSTEIN, KRAJEWSKI, STURLA, WARREN, FREEMAN, KINKEAD, OTTEN, SHUSTERMAN, N. NELSON and CERRATO|Referred to JUDICIARY,  March 13, 2023|NO|NO|NO|Mon, 13 Mar 2023 11:08:20 GMT|20230HB335P298
House Bill 334 Printer's Number 297|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=334&pn=297|An Act requiring fair access to financial services; imposing powers and duties on the Department of Banking and Securities; and imposing penalties....|Representative STAMBAUGH|ZIMMERMAN, JAMES, M. MACKENZIE, KAUFFMAN, HAMM, R. MACKENZIE, TWARDZIK, GLEIM, ROWE, SCIALABBA, KEEFER and LEADBETER|Referred to COMMERCE,  March 13, 2023|NO|NO|NO|Mon, 13 Mar 2023 11:08:02 GMT|20230HB334P297
House Bill 333 Printer's Number 296|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=333&pn=296|An Act amending Title 66 (Public Utilities) of the Pennsylvania Consolidated Statutes, in alternative form of regulation of telecommunications services, further providing for network modernization plans....|Representative STAMBAUGH|IRVIN, HAMM, CIRESI, ZIMMERMAN, GLEIM and LEADBETER|Referred to CONSUMER PROTECTION, TECHNOLOGY AND UTILITIES,  March 13, 2023|NO|NO|NO|Mon, 13 Mar 2023 11:07:42 GMT|20230HB333P296
House Bill 332 Printer's Number 295|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=332&pn=295|A Joint Resolution proposing an amendment to the Constitution of the Commonwealth of Pennsylvania, further providing for terms of members.|Representative STAMBAUGH|EMRICK, HAMM, M. BROWN, M. MACKENZIE and R. MACKENZIE|Referred to STATE GOVERNMENT,  March 13, 2023|NO|NO|NO|Mon, 13 Mar 2023 11:07:25 GMT|20230HB332P295
House Bill 331 Printer's Number 294|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=331&pn=294|An Act amending the act of June 13, 1967 (P.L.31, No.21), known as the Human Services Code, in public assistance, providing for waivers to be requested for medical assistance....|Representative STAMBAUGH|HAMM, ZIMMERMAN, GROVE, JAMES, GLEIM, FLICK and WARNER|Referred to HUMAN SERVICES,  March 13, 2023|NO|NO|NO|Mon, 13 Mar 2023 11:07:05 GMT|20230HB331P294
House Bill 330 Printer's Number 293|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=330&pn=293|An Act providing for local solar program, for renewable energy credits and for powers and duties of the Pennsylvania Public Utility Commission....|Representative STAMBAUGH|JAMES, CIRESI, ZIMMERMAN, STURLA, ISAACSON, D. WILLIAMS and FRANKEL|Referred to CONSUMER PROTECTION, TECHNOLOGY AND UTILITIES,  March 13, 2023|NO|NO|NO|Mon, 13 Mar 2023 11:06:47 GMT|20230HB330P293
House Bill 329 Printer's Number 292|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=329&pn=292|An Act amending the act of May 1, 1913 (P.L.155, No.104), referred to as the Separations Act, increasing the minimum bid requirement; and providing for evasion of requirements....|Representative STAMBAUGH|ZIMMERMAN|Referred to LABOR AND INDUSTRY,  March 13, 2023|NO|NO|NO|Mon, 13 Mar 2023 11:06:28 GMT|20230HB329P292
House Bill 328 Printer's Number 291|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=328&pn=291|An Act amending the act of May 3, 1933 (P.L.242, No.86), referred to as the Cosmetology Law, further providing for definitions; and repealing provisions relating to booth rental prohibited....|Representative MAKO|R. MACKENZIE, JAMES, BURGOS, ZIMMERMAN, OBERLANDER, NEILSON, ROWE and MOUL|Referred to PROFESSIONAL LICENSURE,  March 13, 2023|NO|NO|NO|Mon, 13 Mar 2023 11:06:06 GMT|20230HB328P291
House Bill 327 Printer's Number 290|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=327&pn=290|An Act amending the act of June 19, 1931 (P.L.589, No.202), referred to as the Barbers' License Law, further providing for licensure of manager-barbers and barber-teachers....|Representative MAKO|M. MACKENZIE, JAMES, BURGOS, ZIMMERMAN and ROWE|Referred to PROFESSIONAL LICENSURE,  March 13, 2023|NO|NO|NO|Mon, 13 Mar 2023 11:05:48 GMT|20230HB327P290
House Bill 326 Printer's Number 289|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=326&pn=289|An Act amending the act of April 23, 1956 (1955 P.L.1510, No.500), known as the Disease Prevention and Control Law of 1955, further providing for confidentiality of reports and records....|Representative STAATS|HAMM, FINK, ZIMMERMAN, GROVE, KEEFER, ROWE, STEHR, SCHEUREN, FLICK and LEADBETER|Referred to HEALTH,  March 13, 2023|NO|NO|NO|Mon, 13 Mar 2023 11:05:31 GMT|20230HB326P289
House Bill 325 Printer's Number 288|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=325&pn=288|An Act amending Title 51 (Military Affairs) of the Pennsylvania Consolidated Statutes, in Department of Military Affairs, providing for burial benefits....|Representative STAATS|CIRESI, HILL-EVANS, D. WILLIAMS, GUENST, HAMM, M. MACKENZIE, JAMES, MENTZER, SCHLEGEL CULVER, NEILSON, MOUL, DEASY, ROWE, GILLEN, O'MARA, SCHEUREN, STEHR, WATRO, RADER, PICKETT and LEADBETER|Referred to VETERANS AFFAIRS AND EMERGENCY PREPAREDNESS,  March 13, 2023|NO|NO|NO|Mon, 13 Mar 2023 11:05:13 GMT|20230HB325P288
House Bill 324 Printer's Number 287|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=324&pn=287|An Act amending Title 23 (Domestic Relations) of the Pennsylvania Consolidated Statutes, in child protective services, further providing for definitions.|Representative STAATS|JOZWIAK, M. MACKENZIE, KAUFFMAN, KINSEY, ROZZI, STRUZZI, MOUL, HEFFLEY, SCHEUREN, STEHR, KEEFER, ECKER, GILLEN and CONKLIN|Referred to CHILDREN AND YOUTH,  March 13, 2023|NO|NO|NO|Mon, 13 Mar 2023 11:04:57 GMT|20230HB324P287
House Bill 323 Printer's Number 286|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=323&pn=286|An Act amending Title 18 (Crimes and Offenses) of the Pennsylvania Consolidated Statutes, in other offenses, further providing for the offense of invasion of privacy....|Representative STAATS|LABS, CIRESI, ISAACSON, IRVIN, SCHLEGEL CULVER, FINK, KEEFER, GILLEN, MARCELL, STEHR, SCHEUREN, M. MACKENZIE, FLICK and PICKETT|Referred to JUDICIARY,  March 13, 2023|NO|NO|NO|Mon, 13 Mar 2023 11:04:32 GMT|20230HB323P286
House Bill 322 Printer's Number 285|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=322&pn=285|An Act amending Title 23 (Domestic Relations) of the Pennsylvania Consolidated Statutes, in child protective services, further providing for disposition and expunction of unfounded reports and general protective services reports and for disposition of founded and indicated reports, repealing provisions relating to expunction of information of perpetrator who was under 18 years of age when child abuse was committed and further providing for amendment or expunction of information; and making editorial changes....|Representative STAATS|JOZWIAK, M. MACKENZIE, KAUFFMAN, KINSEY, ROZZI, STRUZZI, MOUL, HEFFLEY, SCHEUREN, STEHR, KEEFER, ECKER, GILLEN and CONKLIN|Referred to CHILDREN AND YOUTH,  March 13, 2023|NO|NO|NO|Mon, 13 Mar 2023 11:04:13 GMT|20230HB322P285
House Bill 321 Printer's Number 284|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=321&pn=284|An Act providing for the implementation of the child welfare case management subsystem of the enterprise case management system of the Department of Human Services....|Representative STAATS|JOZWIAK, M. MACKENZIE, KAUFFMAN, KINSEY, ROZZI, STRUZZI, MOUL, HEFFLEY, STEHR, SCHEUREN, ECKER, GILLEN and CONKLIN|Referred to CHILDREN AND YOUTH,  March 13, 2023|NO|NO|NO|Mon, 13 Mar 2023 11:03:45 GMT|20230HB321P284
House Bill 320 Printer's Number 283|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=320&pn=283|An Act amending Title 18 (Crimes and Offenses) of the Pennsylvania Consolidated Statutes, in abortion, further providing for legislative intent, providing for fetal heartbeat examination and further providing for medical consultation and judgment, for abortion on unborn child of 24 or more weeks gestational age and for reporting....|Representative BOROWICZ|STAMBAUGH, ROSSI, OWLETT, FEE, HAMM, D'ORSIE, KAUFFMAN, MOUL, LEADBETER, FINK, PICKETT, ROAE, ZIMMERMAN, B. MILLER, GLEIM, M. BROWN, ROWE, GILLEN, SMITH, SCHEMEL, KEEFER and KRUPA|Referred to HEALTH,  March 13, 2023|NO|NO|NO|Mon, 13 Mar 2023 11:03:26 GMT|20230HB320P283
House Bill 319 Printer's Number 282|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=319&pn=282|An Act providing for classroom instruction on sexual orientation and gender identity and for parental notification of student health care services; and establishing cause of action for violation....|Representative BOROWICZ|ROAE, M. MACKENZIE, KAUFFMAN, R. MACKENZIE, STAATS, HAMM, OWLETT, JAMES, LEADBETER, FINK, ZIMMERMAN, GLEIM, ROWE, KEEFER, SCIALABBA, WARNER, SMITH, M. BROWN, SCHEMEL, SCHEUREN and KRUPA|Referred to EDUCATION,  March 13, 2023|NO|NO|NO|Mon, 13 Mar 2023 11:03:06 GMT|20230HB319P282
House Bill 318 Printer's Number 281|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=318&pn=281|An Act amending Title 75 (Vehicles) of the Pennsylvania Consolidated Statutes, in registration of vehicles, further providing for vehicles exempt from registration....|Representative CIRESI|VITALI, HOHENSTEIN, MALAGARI, SANCHEZ, MADDEN, HILL-EVANS, N. NELSON, CERRATO, D. WILLIAMS and GREEN|Referred to TRANSPORTATION,  March 13, 2023|NO|NO|NO|Mon, 13 Mar 2023 11:02:50 GMT|20230HB318P281
House Bill 317 Printer's Number 280|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=317&pn=280|An Act amending Title 75 (Vehicles) of the Pennsylvania Consolidated Statutes, providing for Green Vehicle Pilot Program.|Representative CIRESI|VITALI, HOHENSTEIN, MALAGARI, SANCHEZ, MADDEN, HILL-EVANS, N. NELSON, CERRATO, D. WILLIAMS and GREEN|Referred to FINANCE,  March 13, 2023|NO|NO|NO|Mon, 13 Mar 2023 11:02:32 GMT|20230HB317P280
House Bill 316 Printer's Number 279|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=316&pn=279|An Act amending the act of March 4, 1971 (P.L.6, No.2), known as the Tax Reform Code of 1971, in tax credit and tax benefit administration, further providing for definitions; and establishing the Residential Electric Vehicle Charging Station Tax Credit....|Representative CIRESI|VITALI, HOHENSTEIN, MALAGARI, SANCHEZ, MADDEN, HILL-EVANS, N. NELSON, CERRATO, D. WILLIAMS and GREEN|Referred to FINANCE,  March 13, 2023|NO|NO|NO|Mon, 13 Mar 2023 11:02:14 GMT|20230HB316P279
